,EFA,"Credited Energy Volume 
Battery MWh Output",Battery SoC,Day Ahead Price (EPEX),GB-ISEM Intraday 1 Price,DA HH Price,SSP,SBP,IDC Price,Imbalance Revenue,Imbalance Charge,DA MW,EPEX DA Revenues,EPEX 30 DA MW,EPEX 30 DA Revenue,IDA1 MW,IDA1 Revenue,IDC MW,IDC Revenue,SFFR Availability,SFFR Clearing Price,SFFR revenues,DCL Availability,DCL Clearing Price,DCL revenues,DCH Availability,DCH Clearing Price,DCH revenues,DML Availability,DML Clearing Price,DML revenues,DMH Availability,DMH Clearing Price,DMH revenues,DRL Availability,DRL Clearing Price,DRL revenues,DRH Availability,DRH Clearing Price,DRH revenues,Physical_Power_MW,Physical_SoC
2025-09-07 05:30:00,2,0.0,,-1.2,3.84,9.2,-17.31,-17.31,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.5,8.75,0,2.78,0,0,2.02,0,0,2.96,0,0,2.04,0,0,3.52,0,0,2.22,0,0.0013266666666666,1.02
2025-09-07 06:00:00,2,0.0,,0.0,4.0,9.2,19.45,19.45,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.5,8.75,0,3.42,0,0,1.37,0,0,3.02,0,0,1.96,0,0,4.03,0,0,2.19,0,0.00124,1.0
2025-09-07 06:30:00,2,0.0,,0.0,6.4,6.4,35.82,35.82,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,6,2.5,7.5,0,3.42,0,0,1.37,0,0,3.02,0,0,1.96,0,0,4.03,0,0,2.19,0,0.00129,1.0
2025-09-07 07:00:00,3,0.0,,-4.8,3.2,3.2,20.36,20.36,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,6,2.05,6.15,0,3.42,0,0,1.37,0,0,3.02,0,0,1.96,0,0,4.03,0,0,2.19,0,0.0013933333333333,1.0
2025-09-07 07:30:00,3,0.0,,-4.8,4.0,2.0,0.0,0.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,6,2.05,6.15,0,3.42,0,0,1.37,0,0,3.02,0,0,1.96,0,0,4.03,0,0,2.19,0,0.0012933333333333,1.0
2025-09-07 08:00:00,3,0.0,,-7.0,3.65,6.04,-17.31,-17.31,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,5,2.05,5.125,0,3.42,0,0,1.37,0,0,3.02,0,0,1.96,0,0,4.03,0,0,2.19,0,0.0013133333333333,1.0
2025-09-07 08:30:00,3,0.0,,-7.0,14.4,20.0,20.0,20.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,4,2.05,4.1,0,3.42,0,0,1.37,0,0,3.02,0,0,1.96,0,0,4.03,0,0,2.19,0,0.0015066666666666,1.0
2025-09-07 09:00:00,3,0.0,,-10.9,-1.6,-2.0,4.46,4.46,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,2,2.05,2.05,0,3.42,0,0,1.37,0,0,3.02,0,0,1.96,0,0,4.03,0,0,2.19,0,0.0014733333333333,1.0
2025-09-07 09:30:00,3,0.0,,-10.9,2.92,1.0,-17.31,-17.31,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,2,2.05,2.05,0,3.42,0,0,1.37,0,0,3.02,0,0,1.96,0,0,4.03,0,0,2.19,0,0.0015733333333333,1.03
2025-09-07 10:00:00,3,0.0,,-15.9,-4.0,-4.32,7.07,7.07,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,1,2.05,1.025,0,1.51,0,0,4.0,0,0,1.75,0,0,7.5,0,0,2.98,0,0,9.2,0,0.00155,1.0
2025-09-07 10:30:00,3,0.0,,-15.9,-1.0,-0.68,4.4,4.4,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,0,2.05,0.0,0,1.51,0,0,4.0,0,0,1.75,0,0,7.5,0,0,2.98,0,0,9.2,0,0.0018166666666666,1.0
2025-09-07 11:00:00,4,0.0,,-18.8,-10.0,-7.44,19.98,19.98,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,0,2.77,0.0,0,1.51,0,0,4.0,0,0,1.75,0,0,7.5,0,0,2.98,0,0,9.2,0,0.0019399999999999,1.0
2025-09-07 11:30:00,4,0.0,,-18.8,-13.66,-18.66,25.86,25.86,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,0,2.77,0.0,0,1.51,0,0,4.0,0,0,1.75,0,0,7.5,0,0,2.98,0,0,9.2,0,0.0018466666666666,1.0
2025-09-07 12:00:00,4,0.0,,-19.1,-20.0,-20.79,60.0,60.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,0,2.77,0.0,0,1.51,0,0,4.0,0,0,1.75,0,0,7.5,0,0,2.98,0,0,9.2,0,0.0019566666666666,1.0
2025-09-07 12:30:00,4,0.0,,-19.1,-14.25,-13.79,80.0,80.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,0,2.77,0.0,0,1.51,0,0,4.0,0,0,1.75,0,0,7.5,0,0,2.98,0,0,9.2,0,0.0018066666666666,1.0
2025-09-07 13:00:00,4,0.0,,-16.7,-10.0,-6.79,80.0,80.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,0,2.77,0.0,0,1.51,0,0,4.0,0,0,1.75,0,0,7.5,0,0,2.98,0,0,9.2,0,0.0020033333333333,1.0
2025-09-07 13:30:00,4,0.0,,-16.7,-12.0,-12.36,80.0,80.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,0,2.77,0.0,0,1.51,0,0,4.0,0,0,1.75,0,0,7.5,0,0,2.98,0,0,9.2,0,0.0019233333333333,1.0
2025-09-07 14:00:00,4,0.0,,-12.1,-7.28,-12.1,80.0,80.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,0,2.77,0.0,0,3.52,0,0,5.23,0,0,6.1,0,0,8.76,0,0,13.69,0,0,15.2,0,0.002,1.0
2025-09-07 14:30:00,4,0.0,,-12.1,-4.12,0.7,51.1,51.1,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,3,2.77,4.155,0,3.52,0,0,5.23,0,0,6.1,0,0,8.76,0,0,13.69,0,0,15.2,0,0.0019633333333333,1.0
2025-09-07 15:00:00,5,0.0,,-10.0,9.0,-2.3,65.0,65.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,5,4.3,10.75,0,3.52,0,0,5.23,0,0,6.1,0,0,8.76,0,0,13.69,0,0,15.2,0,0.0018633333333333,1.0
2025-09-07 15:30:00,5,0.0,,-10.0,44.0,20.0,94.5,94.5,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,5,4.3,10.75,0,3.52,0,0,5.23,0,0,6.1,0,0,8.76,0,0,13.69,0,0,15.2,0,0.0018533333333333,1.0
2025-09-07 16:00:00,5,0.0,,10.0,36.0,9.6,6.62,6.62,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,6,4.3,12.9,0,3.52,0,0,5.23,0,0,6.1,0,0,8.76,0,0,13.69,0,0,15.2,0,0.0019833333333333,1.0
2025-09-07 16:30:00,5,0.0,,10.0,77.0,72.0,-11.4,-11.4,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,5,4.3,10.75,0,3.52,0,0,5.23,0,0,6.1,0,0,8.76,0,0,13.69,0,0,15.2,0,0.0017766666666666,1.0
2025-09-07 17:00:00,5,0.0,,64.2,75.58,78.4,-11.4,-11.4,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,6,4.3,12.9,0,3.52,0,0,5.23,0,0,6.1,0,0,8.76,0,0,13.69,0,0,15.2,0,0.0017733333333333,1.0
2025-09-07 17:30:00,5,0.0,,64.2,95.9,100.8,-11.4,-11.4,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,6,4.3,12.9,0,3.52,0,0,5.23,0,0,6.1,0,0,8.76,0,0,13.69,0,0,15.2,0,0.0016366666666666,1.0
2025-09-07 18:00:00,5,0.0,,88.0,85.48,80.0,30.0,30.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,6,4.3,12.9,0,6.02,0,0,0.74,0,0,9.35,0,0,0.49,0,0,20.06,0,0,-3.19,0,0.0016166666666666,1.0
2025-09-07 18:30:00,5,0.0,,88.0,88.8,87.0,47.15,47.15,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,6,4.3,12.9,0,6.02,0,0,0.74,0,0,9.35,0,0,0.49,0,0,20.06,0,0,-3.19,0,0.00177,1.0
2025-09-07 19:00:00,6,0.0,,88.1,84.1,84.8,78.65,78.65,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,4.85,16.975,0,6.02,0,0,0.74,0,0,9.35,0,0,0.49,0,0,20.06,0,0,-3.19,0,0.0016966666666666,1.0
2025-09-07 19:30:00,6,0.0,,88.1,86.4,84.8,54.0,54.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,4.85,16.975,0,6.02,0,0,0.74,0,0,9.35,0,0,0.49,0,0,20.06,0,0,-3.19,0,0.0016933333333333,1.0
2025-09-07 20:00:00,6,0.0,,88.0,83.2,89.6,106.75,106.75,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,4.85,16.975,0,6.02,0,0,0.74,0,0,9.35,0,0,0.49,0,0,20.06,0,0,-3.19,0,0.0016933333333333,1.0
2025-09-07 20:30:00,6,0.0,,88.0,76.8,83.2,105.0,105.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,4.85,16.975,0,6.02,0,0,0.74,0,0,9.35,0,0,0.49,0,0,20.06,0,0,-3.19,0,0.0016433333333333,1.0
2025-09-07 21:00:00,6,0.0,,78.0,79.03,81.0,83.73,83.73,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,4.85,16.975,0,6.02,0,0,0.74,0,0,9.35,0,0,0.49,0,0,20.06,0,0,-3.19,0,0.0010233333333333,1.0
2025-09-07 21:30:00,6,0.0,,78.0,65.97,56.0,80.64,80.64,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,4.85,16.975,0,6.02,0,0,0.74,0,0,9.35,0,0,0.49,0,0,20.06,0,0,-3.19,0,0.0004766666666666,1.0
2025-09-07 22:00:00,6,0.0,,69.9,80.67,90.73,10.78,10.78,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,4.85,16.975,0,1.42,0,0,1.84,0,0,4.62,0,0,2.14,0,0,11.77,0,0,-2.91,0,0.0002766666666666,1.0
2025-09-07 22:30:00,6,0.0,,69.9,66.4,63.0,0.75,0.75,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,4.85,16.975,0,1.42,0,0,1.84,0,0,4.62,0,0,2.14,0,0,11.77,0,0,-2.91,0,0.0006166666666666,1.0
2025-09-07 23:00:00,1,0.0,,69.64,66.43,67.5,15.4,15.4,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.48,8.68,0,1.42,0,0,1.84,0,0,4.62,0,0,2.14,0,0,11.77,0,0,-2.91,0,0.00062,1.0
2025-09-07 23:30:00,1,0.0,,69.64,60.77,61.0,20.75,20.75,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.48,8.68,0,1.42,0,0,1.84,0,0,4.62,0,0,2.14,0,0,11.77,0,0,-2.91,0,0.00047,1.0
2025-09-08 00:00:00,1,0.0,,65.2,59.92,57.5,45.41,45.41,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.48,8.68,0,1.42,0,0,1.84,0,0,4.62,0,0,2.14,0,0,11.77,0,0,-2.91,0,-0.00067,1.0
2025-09-08 00:30:00,1,0.0,,65.2,60.1,55.0,44.23,44.23,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.48,8.68,0,1.42,0,0,1.84,0,0,4.62,0,0,2.14,0,0,11.77,0,0,-2.91,0,-0.0007966666666666,1.0
2025-09-08 01:00:00,1,0.0,,65.2,60.95,54.0,45.2,45.2,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.48,8.68,0,1.42,0,0,1.84,0,0,4.62,0,0,2.14,0,0,11.77,0,0,-2.91,0,-0.0009633333333333,1.0
2025-09-08 01:30:00,1,0.0,,65.2,60.65,58.85,89.43,89.43,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.48,8.68,0,1.42,0,0,1.84,0,0,4.62,0,0,2.14,0,0,11.77,0,0,-2.91,0,-0.0008,1.0
2025-09-08 02:00:00,1,0.0,,67.96,65.0,63.2,96.9,96.9,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.48,8.68,0,3.1,0,0,1.26,0,0,6.7,0,0,1.8,0,0,15.79,0,0,-2.15,0,-0.0008,1.0
2025-09-08 02:30:00,1,0.0,,67.96,63.46,63.2,101.0,101.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.48,8.68,0,3.1,0,0,1.26,0,0,6.7,0,0,1.8,0,0,15.79,0,0,-2.15,0,-0.00083,1.0
2025-09-08 03:00:00,2,0.0,,67.8,67.0,67.8,100.75,100.75,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.5,8.75,0,3.1,0,0,1.26,0,0,6.7,0,0,1.8,0,0,15.79,0,0,-2.15,0,-0.0009599999999999,1.0
2025-09-08 03:30:00,2,0.0,,67.8,67.8,66.0,33.04,33.04,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.5,8.75,0,3.1,0,0,1.26,0,0,6.7,0,0,1.8,0,0,15.79,0,0,-2.15,0,-0.0007933333333333,1.0
2025-09-08 04:00:00,2,0.0,,70.9,65.33,69.0,64.92,64.92,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.5,8.75,0,3.1,0,0,1.26,0,0,6.7,0,0,1.8,0,0,15.79,0,0,-2.15,0,-0.0009833333333333,1.0
2025-09-08 04:30:00,2,0.002,,70.9,67.0,69.0,96.9,96.9,,0.0,0.1938,0,,0.0,0.0,0.0,0.0,0,0,7,2.5,8.75,0,3.1,0,0,1.26,0,0,6.7,0,0,1.8,0,0,15.79,0,0,-2.15,0,-0.00062,1.0
2025-09-08 05:00:00,2,0.0,,85.4,78.0,87.0,105.9,105.9,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.5,8.75,0,3.1,0,0,1.26,0,0,6.7,0,0,1.8,0,0,15.79,0,0,-2.15,0,-0.0063066666666666,1.0
2025-09-08 05:30:00,2,0.0,,85.4,81.6,84.0,105.9,105.9,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.5,8.75,0,3.1,0,0,1.26,0,0,6.7,0,0,1.8,0,0,15.79,0,0,-2.15,0,-0.0048233333333333,1.0
2025-09-08 06:00:00,2,0.0,,102.0,95.8,89.6,105.9,105.9,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.5,8.75,0,5.15,0,0,-0.01,0,0,8.28,0,0,-1.04,0,0,19.23,0,0,-7.23,0,-0.0038666666666666,1.0
2025-09-08 06:30:00,2,0.0,,102.0,101.47,100.0,109.5,109.5,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.5,8.75,0,5.15,0,0,-0.01,0,0,8.28,0,0,-1.04,0,0,19.23,0,0,-7.23,0,-0.00383,1.0
2025-09-08 07:00:00,3,0.0,,104.0,117.0,109.23,118.0,118.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,6,2.05,6.15,0,5.15,0,0,-0.01,0,0,8.28,0,0,-1.04,0,0,19.23,0,0,-7.23,0,-0.0041166666666666,1.0
2025-09-08 07:30:00,3,0.003,,104.0,128.0,113.6,118.0,118.0,,0.0,0.354,0,,0.0,0.0,0.0,0.0,0,0,5,2.05,5.125,0,5.15,0,0,-0.01,0,0,8.28,0,0,-1.04,0,0,19.23,0,0,-7.23,0,-0.0038833333333333,1.0
2025-09-08 08:00:00,3,0.004,,96.4,106.1,106.0,105.9,105.9,,0.0,0.4236,0,,0.0,0.0,0.0,0.0,0,0,5,2.05,5.125,0,5.15,0,0,-0.01,0,0,8.28,0,0,-1.04,0,0,19.23,0,0,-7.23,0,-0.0076133333333333,1.0
2025-09-08 08:30:00,3,0.003,,96.4,101.9,102.4,67.39,67.39,,0.0,0.20217,0,,0.0,0.0,0.0,0.0,0,0,4,2.05,4.1,0,5.15,0,0,-0.01,0,0,8.28,0,0,-1.04,0,0,19.23,0,0,-7.23,0,-0.0084866666666666,1.0
2025-09-08 09:00:00,3,0.003,,83.0,89.55,88.0,105.9,105.9,,0.0,0.3177,0,,0.0,0.0,0.0,0.0,0,0,3,2.05,3.075,0,5.15,0,0,-0.01,0,0,8.28,0,0,-1.04,0,0,19.23,0,0,-7.23,0,-0.0069533333333333,1.0
2025-09-08 09:30:00,3,0.003,,83.0,83.2,86.0,62.5,62.5,,0.0,0.1875,0,,0.0,0.0,0.0,0.0,0,0,2,2.05,2.05,0,5.15,0,0,-0.01,0,0,8.28,0,0,-1.04,0,0,19.23,0,0,-7.23,0,-0.0068266666666666,1.0
2025-09-08 10:00:00,3,0.003,,74.11,83.61,86.0,63.05,63.05,,0.0,0.18915,0,,0.0,0.0,0.0,0.0,0,0,1,2.05,1.025,0,2.61,0,0,2.0,0,0,5.51,0,0,1.41,0,0,13.35,0,0,-2.72,0,-0.00683,1.0
2025-09-08 10:30:00,3,0.003,,74.11,76.78,86.11,62.5,62.5,,0.0,0.1875,0,,0.0,0.0,0.0,0.0,0,0,1,2.05,1.025,0,2.61,0,0,2.0,0,0,5.51,0,0,1.41,0,0,13.35,0,0,-2.72,0,-0.0069366666666666,1.0
2025-09-08 11:00:00,4,0.003,,65.0,75.04,76.91,61.25,61.25,,0.0,0.18375,0,,0.0,0.0,0.0,0.0,0,0,1,2.77,1.385,0,2.61,0,0,2.0,0,0,5.51,0,0,1.41,0,0,13.35,0,0,-2.72,0,-0.0069866666666666,1.0
2025-09-08 11:30:00,4,0.003,,65.0,72.0,75.32,61.25,61.25,,0.0,0.18375,0,,0.0,0.0,0.0,0.0,0,0,1,2.77,1.385,0,2.61,0,0,2.0,0,0,5.51,0,0,1.41,0,0,13.35,0,0,-2.72,0,-0.0070033333333333,1.0
2025-09-08 12:00:00,4,0.003,,65.0,72.0,80.36,59.62,59.62,,0.0,0.17886,0,,0.0,0.0,0.0,0.0,0,0,2,2.77,2.77,0,2.61,0,0,2.0,0,0,5.51,0,0,1.41,0,0,13.35,0,0,-2.72,0,-0.0067633333333333,1.0
2025-09-08 12:30:00,4,0.002,,65.0,68.72,72.58,49.56,49.56,,0.0,0.09912,0,,0.0,0.0,0.0,0.0,0,0,0,2.77,0.0,0,2.61,0,0,2.0,0,0,5.51,0,0,1.41,0,0,13.35,0,0,-2.72,0,-0.0067533333333333,1.0
2025-09-08 13:00:00,4,0.003,,61.0,69.19,68.0,41.0,41.0,,0.0,0.123,0,,0.0,0.0,0.0,0.0,0,0,2,2.77,2.77,0,2.61,0,0,2.0,0,0,5.51,0,0,1.41,0,0,13.35,0,0,-2.72,0,-0.0068966666666666,1.0
2025-09-08 13:30:00,4,0.003,,61.0,67.71,62.0,41.5,41.5,,0.0,0.1245,0,,0.0,0.0,0.0,0.0,0,0,1,2.77,1.385,0,2.61,0,0,2.0,0,0,5.51,0,0,1.41,0,0,13.35,0,0,-2.72,0,-0.00696,1.0
2025-09-08 14:00:00,4,0.002,,64.3,71.5,66.05,54.0,54.0,,0.0,0.108,0,,0.0,0.0,0.0,0.0,0,0,1,2.77,1.385,0,7.08,0,0,1.9,0,0,11.71,0,0,3.15,0,0,23.21,0,0,0.78,0,-0.0069133333333333,1.0
2025-09-08 14:30:00,4,0.003,,64.3,67.1,62.4,43.2,43.2,,0.0,0.1296,0,,0.0,0.0,0.0,0.0,0,0,0,2.77,0.0,0,7.08,0,0,1.9,0,0,11.71,0,0,3.15,0,0,23.21,0,0,0.78,0,-0.0069399999999999,1.0
2025-09-08 15:00:00,5,0.003,,68.0,66.1,76.8,105.0,105.0,,0.0,0.315,0,,0.0,0.0,0.0,0.0,0,0,1,4.9,2.45,0,7.08,0,0,1.9,0,0,11.71,0,0,3.15,0,0,23.21,0,0,0.78,0,-0.0068766666666666,1.0
2025-09-08 15:30:00,5,0.003,,68.0,73.69,78.4,105.9,105.9,,0.0,0.3177,0,,0.0,0.0,0.0,0.0,0,0,4,4.9,9.8,0,7.08,0,0,1.9,0,0,11.71,0,0,3.15,0,0,23.21,0,0,0.78,0,-0.0069033333333333,1.0
2025-09-08 16:00:00,5,0.003,,85.4,83.2,83.2,171.9,171.9,,0.0,0.5157,0,,0.0,0.0,0.0,0.0,0,0,5,4.9,12.25,0,7.08,0,0,1.9,0,0,11.71,0,0,3.15,0,0,23.21,0,0,0.78,0,-0.0069166666666666,1.0
2025-09-08 16:30:00,5,0.003,,85.4,88.01,87.8,125.0,125.0,,0.0,0.375,0,,0.0,0.0,0.0,0.0,0,0,2,4.9,4.9,0,7.08,0,0,1.9,0,0,11.71,0,0,3.15,0,0,23.21,0,0,0.78,0,-0.00688,1.0
2025-09-08 17:00:00,5,0.003,,97.5,97.71,105.0,63.15,63.15,,0.0,0.18945,0,,0.0,0.0,0.0,0.0,0,0,4,4.9,9.8,0,7.08,0,0,1.9,0,0,11.71,0,0,3.15,0,0,23.21,0,0,0.78,0,-0.0067866666666666,1.0
2025-09-08 17:30:00,5,0.003,,97.5,124.8,121.39,63.5,63.5,,0.0,0.1905,0,,0.0,0.0,0.0,0.0,0,0,5,4.9,12.25,0,7.08,0,0,1.9,0,0,11.71,0,0,3.15,0,0,23.21,0,0,0.78,0,-0.0069666666666666,1.0
2025-09-08 18:00:00,5,0.003,,120.0,155.7,130.0,108.0,108.0,,0.0,0.324,0,,0.0,0.0,0.0,0.0,0,0,6,4.9,14.7,0,6.0,0,0,0.2,0,0,12.84,0,0,-0.05,0,0,25.65,0,0,-6.13,0,-0.0069299999999999,1.0
2025-09-08 18:30:00,5,0.003,,120.0,154.26,130.0,130.0,130.0,,0.0,0.39,0,,0.0,0.0,0.0,0.0,0,0,6,4.9,14.7,0,6.0,0,0,0.2,0,0,12.84,0,0,-0.05,0,0,25.65,0,0,-6.13,0,-0.0070033333333333,1.0
2025-09-08 19:00:00,6,0.003,,125.2,155.61,142.84,96.47,96.47,,0.0,0.28941,0,,0.0,0.0,0.0,0.0,0,0,7,4.86,17.01,0,6.0,0,0,0.2,0,0,12.84,0,0,-0.05,0,0,25.65,0,0,-6.13,0,-0.00687,1.0
2025-09-08 19:30:00,6,0.003,,125.2,162.83,145.0,130.0,130.0,,0.0,0.39,0,,0.0,0.0,0.0,0.0,0,0,7,4.86,17.01,0,6.0,0,0,0.2,0,0,12.84,0,0,-0.05,0,0,25.65,0,0,-6.13,0,-0.0068,1.0
2025-09-08 20:00:00,6,0.003,,114.8,129.25,134.0,64.0,64.0,,0.0,0.192,0,,0.0,0.0,0.0,0.0,0,0,7,4.86,17.01,0,6.0,0,0,0.2,0,0,12.84,0,0,-0.05,0,0,25.65,0,0,-6.13,0,-0.0069566666666666,1.0
2025-09-08 20:30:00,6,0.003,,114.8,120.0,124.0,110.0,110.0,,0.0,0.33,0,,0.0,0.0,0.0,0.0,0,0,7,4.86,17.01,0,6.0,0,0,0.2,0,0,12.84,0,0,-0.05,0,0,25.65,0,0,-6.13,0,-0.00742,1.0
2025-09-08 21:00:00,6,0.003,,92.0,120.0,115.6,64.75,64.75,,0.0,0.19425,0,,0.0,0.0,0.0,0.0,0,0,7,4.86,17.01,0,6.0,0,0,0.2,0,0,12.84,0,0,-0.05,0,0,25.65,0,0,-6.13,0,-0.00742,1.0
2025-09-08 21:30:00,6,0.003,,92.0,91.2,96.0,64.75,64.75,,0.0,0.19425,0,,0.0,0.0,0.0,0.0,0,0,7,4.86,17.01,0,6.0,0,0,0.2,0,0,12.84,0,0,-0.05,0,0,25.65,0,0,-6.13,0,-0.0075866666666666,1.0
2025-09-08 22:00:00,6,0.003,,83.0,86.26,85.26,64.8,64.8,,0.0,0.1944,0,,0.0,0.0,0.0,0.0,0,0,7,4.86,17.01,0,1.64,0,0,0.89,0,0,4.17,0,0,-0.07,0,0,13.14,0,0,-6.59,0,-0.00705,1.0
2025-09-08 22:30:00,6,0.003,,83.0,78.85,83.7,130.0,130.0,,0.0,0.39,0,,0.0,0.0,0.0,0.0,0,0,7,4.86,17.01,0,1.64,0,0,0.89,0,0,4.17,0,0,-0.07,0,0,13.14,0,0,-6.59,0,-0.00747,1.0
2025-09-08 23:00:00,1,0.003,,82.0,0.0,,130.0,130.0,,0.0,0.39,0,,0.0,0.0,0.0,0.0,0,0,7,2.89,10.115,0,1.64,0,0,0.89,0,0,4.17,0,0,-0.07,0,0,13.14,0,0,-6.59,0,-0.0075,1.0
2025-09-08 23:30:00,1,0.003,,82.0,0.0,,64.9,64.9,,0.0,0.1947,0,,0.0,0.0,0.0,0.0,0,0,7,2.89,10.115,0,1.64,0,0,0.89,0,0,4.17,0,0,-0.07,0,0,13.14,0,0,-6.59,0,-0.0074399999999999,1.0
2025-09-09 00:00:00,1,0.003,,77.9,0.0,,65.0,65.0,,0.0,0.195,0,,0.0,0.0,0.0,0.0,0,0,7,2.89,10.115,0,1.64,0,0,0.89,0,0,4.17,0,0,-0.07,0,0,13.14,0,0,-6.59,0,-0.0075133333333333,1.0
2025-09-09 00:30:00,1,0.003,,77.9,0.0,,130.0,130.0,,0.0,0.39,0,,0.0,0.0,0.0,0.0,0,0,7,2.89,10.115,0,1.64,0,0,0.89,0,0,4.17,0,0,-0.07,0,0,13.14,0,0,-6.59,0,-0.0074633333333333,1.0
2025-09-09 01:00:00,1,0.003,,78.0,0.0,,65.0,65.0,,0.0,0.195,0,,0.0,0.0,0.0,0.0,0,0,7,2.89,10.115,0,1.64,0,0,0.89,0,0,4.17,0,0,-0.07,0,0,13.14,0,0,-6.59,0,-0.0073966666666666,1.0
2025-09-09 01:30:00,1,0.003,,78.0,0.0,,130.0,130.0,,0.0,0.39,0,,0.0,0.0,0.0,0.0,0,0,7,2.89,10.115,0,1.64,0,0,0.89,0,0,4.17,0,0,-0.07,0,0,13.14,0,0,-6.59,0,-0.0076166666666666,1.0
2025-09-09 02:00:00,1,0.003,,76.7,0.0,,109.0,109.0,,0.0,0.327,0,,0.0,0.0,0.0,0.0,0,0,7,2.89,10.115,0,1.67,0,0,3.04,0,0,5.3,0,0,2.45,0,0,14.72,0,0,-3.0,0,-0.00729,1.0
2025-09-09 02:30:00,1,0.003,,76.7,0.0,,78.71,78.71,,0.0,0.23613,0,,0.0,0.0,0.0,0.0,0,0,7,2.89,10.115,0,1.67,0,0,3.04,0,0,5.3,0,0,2.45,0,0,14.72,0,0,-3.0,0,-0.0074833333333333,1.0
2025-09-09 03:00:00,2,0.003,,76.8,0.0,,64.9,64.9,,0.0,0.1947,0,,0.0,0.0,0.0,0.0,0,0,7,3.55,12.425,0,1.67,0,0,3.04,0,0,5.3,0,0,2.45,0,0,14.72,0,0,-3.0,0,-0.0071666666666666,1.0
2025-09-09 03:30:00,2,0.003,,76.8,0.0,,65.0,65.0,,0.0,0.195,0,,0.0,0.0,0.0,0.0,0,0,7,3.55,12.425,0,1.67,0,0,3.04,0,0,5.3,0,0,2.45,0,0,14.72,0,0,-3.0,0,-0.0074899999999999,1.0
2025-09-09 04:00:00,2,0.003,,78.0,0.0,,77.06,77.06,,0.0,0.23118,0,,0.0,0.0,0.0,0.0,0,0,7,3.55,12.425,0,1.67,0,0,3.04,0,0,5.3,0,0,2.45,0,0,14.72,0,0,-3.0,0,-0.0073566666666666,1.0
