,EFA,"Credited Energy Volume 
Battery MWh Output",Battery SoC,Day Ahead Price (EPEX),GB-ISEM Intraday 1 Price,DA HH Price,SSP,SBP,IDC Price,Imbalance Revenue,Imbalance Charge,DA MW,EPEX DA Revenues,EPEX 30 DA MW,EPEX 30 DA Revenue,IDA1 MW,IDA1 Revenue,IDC MW,IDC Revenue,SFFR Availability,SFFR Clearing Price,SFFR revenues,DCL Availability,DCL Clearing Price,DCL revenues,DCH Availability,DCH Clearing Price,DCH revenues,DML Availability,DML Clearing Price,DML revenues,DMH Availability,DMH Clearing Price,DMH revenues,DRL Availability,DRL Clearing Price,DRL revenues,DRH Availability,DRH Clearing Price,DRH revenues,Physical_Power_MW,Physical_SoC
2025-09-01 00:30:00,1,0.0,,23.2,23.9,22.4,28.02,28.02,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.89,10.115,0,4.69,0,0,3.51,0,0,6.89,0,0,4.14,0,0,9.63,0,0,3.43,0,0.00018,3.25
2025-09-01 01:00:00,1,0.0,,15.7,25.0,20.0,26.93,26.93,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.89,10.115,0,4.69,0,0,3.51,0,0,6.89,0,0,4.14,0,0,9.63,0,0,3.43,0,-0.0005566666666666,3.19
2025-09-01 01:30:00,1,0.0,,15.7,25.63,20.0,9.86,9.86,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.89,10.115,0,4.69,0,0,3.51,0,0,6.89,0,0,4.14,0,0,9.63,0,0,3.43,0,-0.0004966666666666,3.17
2025-09-01 02:00:00,1,0.0,,13.0,25.63,24.0,2.77,2.77,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.89,10.115,0,1.67,0,0,5.84,0,0,3.2,0,0,8.55,0,0,5.93,0,0,13.21,0,0.0004266666666666,3.14
2025-09-01 02:30:00,1,0.0,,13.0,25.0,20.25,23.65,23.65,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.89,10.115,0,1.67,0,0,5.84,0,0,3.2,0,0,8.55,0,0,5.93,0,0,13.21,0,0.0003766666666666,3.16
2025-09-01 03:00:00,2,0.0,,9.2,24.8,20.0,48.8,48.8,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,3.55,12.425,0,1.67,0,0,5.84,0,0,3.2,0,0,8.55,0,0,5.93,0,0,13.21,0,0.0003666666666666,3.08
2025-09-01 03:30:00,2,0.0,,9.2,24.8,20.0,48.9,48.9,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,3.55,12.425,0,1.67,0,0,5.84,0,0,3.2,0,0,8.55,0,0,5.93,0,0,13.21,0,0.0004466666666666,3.03
2025-09-01 04:00:00,2,0.0,,12.0,33.8,25.8,32.59,32.59,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,3.55,12.425,0,1.67,0,0,5.84,0,0,3.2,0,0,8.55,0,0,5.93,0,0,13.21,0,-0.0014466666666666,2.98
2025-09-01 04:30:00,2,0.0,,12.0,30.0,20.0,40.08,40.08,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,3.55,12.425,0,1.67,0,0,5.84,0,0,3.2,0,0,8.55,0,0,5.93,0,0,13.21,0,-0.00044,2.95
2025-09-01 05:00:00,2,0.0,,22.3,28.3,18.58,96.7,96.7,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,3.55,12.425,0,1.67,0,0,5.84,0,0,3.2,0,0,8.55,0,0,5.93,0,0,13.21,0,-0.00522,2.92
2025-09-01 05:30:00,2,0.0,,22.3,32.9,24.99,100.0,100.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,3.55,12.425,0,1.67,0,0,5.84,0,0,3.2,0,0,8.55,0,0,5.93,0,0,13.21,0,-0.0004133333333333,2.87
2025-09-01 06:00:00,2,0.0,,43.9,33.89,44.0,65.94,65.94,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,3.55,12.425,0,12.21,0,0,2.37,0,0,15.37,0,0,3.68,0,0,18.43,0,0,5.82,0,-0.0012966666666666,2.84
2025-09-01 06:30:00,2,0.0,,43.9,68.8,74.0,78.75,78.75,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,3.55,12.425,0,12.21,0,0,2.37,0,0,15.37,0,0,3.68,0,0,18.43,0,0,5.82,0,-0.0036633333333333,2.82
2025-09-01 07:00:00,3,0.0,,67.1,66.91,64.9,80.11,80.11,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,6,8.0,24.0,0,12.21,0,0,2.37,0,0,15.37,0,0,3.68,0,0,18.43,0,0,5.82,0,-0.00586,2.79
2025-09-01 07:30:00,3,0.0,,67.1,81.5,73.1,21.04,21.04,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,5,8.0,20.0,0,12.21,0,0,2.37,0,0,15.37,0,0,3.68,0,0,18.43,0,0,5.82,0,-0.0079533333333333,2.76
2025-09-01 08:00:00,3,0.0,,66.0,88.0,80.0,-6.57,-6.57,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,4,8.0,16.0,0,12.21,0,0,2.37,0,0,15.37,0,0,3.68,0,0,18.43,0,0,5.82,0,-0.00176,2.71
2025-09-01 08:30:00,3,0.0,,66.0,92.6,84.69,21.71,21.71,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,4,8.0,16.0,0,12.21,0,0,2.37,0,0,15.37,0,0,3.68,0,0,18.43,0,0,5.82,0,-0.0059966666666666,2.68
2025-09-01 09:00:00,3,0.0,,55.5,84.69,78.3,63.77,63.77,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,2,8.0,8.0,0,12.21,0,0,2.37,0,0,15.37,0,0,3.68,0,0,18.43,0,0,5.82,0,-0.0032366666666666,2.65
2025-09-01 09:30:00,3,0.0,,55.5,70.0,65.32,-11.45,-11.45,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,1,8.0,4.0,0,12.21,0,0,2.37,0,0,15.37,0,0,3.68,0,0,18.43,0,0,5.82,0,-0.00375,2.68
2025-09-01 10:00:00,3,0.0,,42.0,67.85,66.0,-11.45,-11.45,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,3,8.0,12.0,0,2.84,0,0,4.77,0,0,5.87,0,0,7.69,0,0,9.32,0,0,5.38,0,-0.00315,2.65
2025-09-01 10:30:00,3,0.0,,42.0,52.0,59.84,47.33,47.33,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,2,8.0,8.0,0,2.84,0,0,4.77,0,0,5.87,0,0,7.69,0,0,9.32,0,0,5.38,0,-0.00314,2.57
2025-09-01 11:00:00,4,0.0,,27.1,33.97,44.0,18.98,18.98,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,4,6.36,12.72,0,2.84,0,0,4.77,0,0,5.87,0,0,7.69,0,0,9.32,0,0,5.38,0,-0.00324,2.55
2025-09-01 11:30:00,4,0.0,,27.1,28.03,35.66,14.53,14.53,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,2,6.36,6.36,0,2.84,0,0,4.77,0,0,5.87,0,0,7.69,0,0,9.32,0,0,5.38,0,-0.00312,2.52
2025-09-01 12:00:00,4,0.0,,12.0,22.57,29.0,1.0,1.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,1,6.36,3.18,0,2.84,0,0,4.77,0,0,5.87,0,0,7.69,0,0,9.32,0,0,5.38,0,-0.0036433333333333,2.47
2025-09-01 12:30:00,4,0.0,,12.0,17.53,24.0,27.27,27.27,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,1,6.36,3.18,0,2.84,0,0,4.77,0,0,5.87,0,0,7.69,0,0,9.32,0,0,5.38,0,-0.00319,2.44
2025-09-01 13:00:00,4,0.0,,9.1,6.02,15.5,15.5,15.5,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,0,6.36,0.0,0,2.84,0,0,4.77,0,0,5.87,0,0,7.69,0,0,9.32,0,0,5.38,0,-0.0031566666666666,2.47
2025-09-01 13:30:00,4,0.0,,9.1,0.0,10.0,4.3,4.3,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,5,6.36,15.9,0,2.84,0,0,4.77,0,0,5.87,0,0,7.69,0,0,9.32,0,0,5.38,0,-0.00322,2.41
2025-09-01 14:00:00,4,0.0,,9.1,24.0,31.44,-17.32,-17.32,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,5,6.36,15.9,0,5.08,0,0,4.45,0,0,8.43,0,0,8.66,0,0,11.03,0,0,11.81,0,-0.0030033333333333,2.38
2025-09-01 14:30:00,4,0.0,,9.1,24.56,27.77,-17.32,-17.32,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,0,6.36,0.0,0,5.08,0,0,4.45,0,0,8.43,0,0,8.66,0,0,11.03,0,0,11.81,0,-0.00349,2.36
2025-09-01 15:00:00,5,0.0,,14.9,36.8,32.0,29.07,29.07,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,1,7.2,3.6,0,5.08,0,0,4.45,0,0,8.43,0,0,8.66,0,0,11.03,0,0,11.81,0,-0.00428,2.33
2025-09-01 15:30:00,5,0.0,,14.9,46.4,41.6,34.67,34.67,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,4,7.2,14.4,0,5.08,0,0,4.45,0,0,8.43,0,0,8.66,0,0,11.03,0,0,11.81,0,-0.0032433333333333,2.28
2025-09-01 16:00:00,5,0.0,,48.5,53.93,67.66,35.46,35.46,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,3,7.2,10.8,0,5.08,0,0,4.45,0,0,8.43,0,0,8.66,0,0,11.03,0,0,11.81,0,-0.0030066666666666,2.3
2025-09-01 16:30:00,5,0.0,,48.5,74.82,82.0,32.22,32.22,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,4,7.2,14.4,0,5.08,0,0,4.45,0,0,8.43,0,0,8.66,0,0,11.03,0,0,11.81,0,-0.0030266666666666,2.2
2025-09-01 17:00:00,5,0.0,,72.9,64.88,70.0,54.44,54.44,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,6,7.2,21.6,0,5.08,0,0,4.45,0,0,8.43,0,0,8.66,0,0,11.03,0,0,11.81,0,-0.0040199999999999,2.25
2025-09-01 17:30:00,5,0.0,,72.9,73.68,83.3,69.3,69.3,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,6,7.2,21.6,0,5.08,0,0,4.45,0,0,8.43,0,0,8.66,0,0,11.03,0,0,11.81,0,-0.0035033333333333,2.2
2025-09-01 18:00:00,5,0.0,,89.62,92.7,95.7,108.0,108.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,5,7.2,18.0,0,7.57,0,0,3.01,0,0,11.58,0,0,0.7,0,0,14.56,0,0,-0.77,0,-0.0041199999999999,2.17
2025-09-01 18:30:00,5,0.0,,89.62,101.67,99.0,115.0,115.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,6,7.2,21.6,0,7.57,0,0,3.01,0,0,11.58,0,0,0.7,0,0,14.56,0,0,-0.77,0,-0.0028833333333333,2.14
2025-09-01 19:00:00,6,0.0,,99.2,104.08,105.4,114.0,114.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,8.44,29.54,0,7.57,0,0,3.01,0,0,11.58,0,0,0.7,0,0,14.56,0,0,-0.77,0,-0.0028833333333333,1.9
2025-09-01 19:30:00,6,0.0,,99.2,110.4,104.29,94.4,94.4,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,8.44,29.54,0,7.57,0,0,3.01,0,0,11.58,0,0,0.7,0,0,14.56,0,0,-0.77,0,-0.0061933333333333,1.87
2025-09-01 20:00:00,6,0.0,,99.0,107.2,103.29,92.0,92.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,8.44,29.54,0,7.57,0,0,3.01,0,0,11.58,0,0,0.7,0,0,14.56,0,0,-0.77,0,-0.0028333333333333,1.85
2025-09-01 20:30:00,6,0.0,,99.0,110.0,99.3,60.59,60.59,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,8.44,29.54,0,7.57,0,0,3.01,0,0,11.58,0,0,0.7,0,0,14.56,0,0,-0.77,0,-0.00274,1.68
2025-09-01 21:00:00,6,0.0,,87.4,113.6,100.0,66.67,66.67,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,8.44,29.54,0,7.57,0,0,3.01,0,0,11.58,0,0,0.7,0,0,14.56,0,0,-0.77,0,-0.0027333333333333,1.63
2025-09-01 21:30:00,6,0.0,,87.4,96.0,83.04,92.75,92.75,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,8.44,29.54,0,7.57,0,0,3.01,0,0,11.58,0,0,0.7,0,0,14.56,0,0,-0.77,0,-0.0029733333333333,1.55
2025-09-01 22:00:00,6,0.0,,74.28,74.92,79.5,58.0,58.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,8.44,29.54,0,1.37,0,0,3.72,0,0,4.22,0,0,2.5,0,0,11.76,0,0,-4.15,0,-0.00344,1.36
2025-09-01 22:30:00,6,0.0,,74.28,71.86,72.0,50.0,50.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,8.44,29.54,0,1.37,0,0,3.72,0,0,4.22,0,0,2.5,0,0,11.76,0,0,-4.15,0,-0.0028833333333333,1.31
2025-09-01 23:00:00,1,0.0,,68.1,70.0,70.0,50.0,50.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.89,10.115,0,1.37,0,0,3.72,0,0,4.22,0,0,2.5,0,0,11.76,0,0,-4.15,0,-0.00292,1.23
2025-09-01 23:30:00,1,0.0,,68.1,70.0,70.0,70.51,70.51,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.89,10.115,0,1.37,0,0,3.72,0,0,4.22,0,0,2.5,0,0,11.76,0,0,-4.15,0,-0.00305,1.12
2025-09-02 00:00:00,1,0.0,,59.5,67.6,72.0,96.9,96.9,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.89,10.115,0,1.37,0,0,3.72,0,0,4.22,0,0,2.5,0,0,11.76,0,0,-4.15,0,-0.0029466666666666,0.9
2025-09-02 00:30:00,1,0.0,,59.5,72.0,72.0,99.0,99.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.89,10.115,0,1.37,0,0,3.72,0,0,4.22,0,0,2.5,0,0,11.76,0,0,-4.15,0,-0.0070233333333333,0.88
2025-09-02 01:00:00,1,0.0,,59.5,74.17,70.0,96.95,96.95,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.89,10.115,0,1.37,0,0,3.72,0,0,4.22,0,0,2.5,0,0,11.76,0,0,-4.15,0,-0.0034233333333333,0.82
2025-09-02 01:30:00,1,0.0,,59.5,74.17,70.0,96.9,96.9,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.89,10.115,0,1.37,0,0,3.72,0,0,4.22,0,0,2.5,0,0,11.76,0,0,-4.15,0,-0.0041199999999999,0.82
2025-09-02 02:00:00,1,0.0,,64.0,75.0,70.0,60.59,60.59,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.89,10.115,0,2.25,0,0,1.91,0,0,4.53,0,0,1.37,0,0,11.91,0,0,-3.56,0,-0.0042933333333333,1.12
2025-09-02 02:30:00,1,0.0,,64.0,73.31,70.0,94.0,94.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,2.89,10.115,0,2.25,0,0,1.91,0,0,4.53,0,0,1.37,0,0,11.91,0,0,-3.56,0,-0.0037833333333333,1.12
2025-09-02 03:00:00,2,0.0,,67.0,76.31,70.0,59.67,59.67,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,3.12,10.92,0,2.25,0,0,1.91,0,0,4.53,0,0,1.37,0,0,11.91,0,0,-3.56,0,-0.0037366666666666,1.12
2025-09-02 03:30:00,2,0.0,,67.0,76.0,71.0,60.08,60.08,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,3.12,10.92,0,2.25,0,0,1.91,0,0,4.53,0,0,1.37,0,0,11.91,0,0,-3.56,0,-0.00371,1.12
2025-09-02 04:00:00,2,0.0,,68.2,85.0,80.0,94.0,94.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,3.12,10.92,0,2.25,0,0,1.91,0,0,4.53,0,0,1.37,0,0,11.91,0,0,-3.56,0,-0.0037533333333333,1.47
2025-09-02 04:30:00,2,0.0,,68.2,88.0,80.0,94.0,94.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,6,3.12,9.36,0,2.25,0,0,1.91,0,0,4.53,0,0,1.37,0,0,11.91,0,0,-3.56,0,-0.0037666666666666,1.47
2025-09-02 05:00:00,2,0.0,,77.12,87.7,84.0,70.04,70.04,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,3.12,10.92,0,2.25,0,0,1.91,0,0,4.53,0,0,1.37,0,0,11.91,0,0,-3.56,0,-0.0041533333333333,1.47
2025-09-02 05:30:00,2,0.0,,77.12,84.3,84.0,70.55,70.55,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,3.12,10.92,0,2.25,0,0,1.91,0,0,4.53,0,0,1.37,0,0,11.91,0,0,-3.56,0,-0.0065866666666666,1.44
2025-09-02 06:00:00,2,0.0,,89.6,85.5,87.0,74.43,74.43,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,3.12,10.92,0,4.0,0,0,0.58,0,0,6.05,0,0,-0.08,0,0,13.72,0,0,-7.59,0,-0.00452,1.39
2025-09-02 06:30:00,2,0.0,,89.6,86.3,88.0,81.27,81.27,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,3.12,10.92,0,4.0,0,0,0.58,0,0,6.05,0,0,-0.08,0,0,13.72,0,0,-7.59,0,-0.0039499999999999,1.33
2025-09-02 07:00:00,3,0.0,,94.0,90.0,91.5,102.42,102.42,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,6,6.05,18.15,0,4.0,0,0,0.58,0,0,6.05,0,0,-0.08,0,0,13.72,0,0,-7.59,0,-0.0050533333333333,1.28
2025-09-02 07:30:00,3,0.0,,94.0,95.3,96.79,102.95,102.95,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,5,6.05,15.125,0,4.0,0,0,0.58,0,0,6.05,0,0,-0.08,0,0,13.72,0,0,-7.59,0,-0.00846,1.25
2025-09-02 08:00:00,3,0.0,,93.1,92.0,93.3,96.92,96.92,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,5,6.05,15.125,0,4.0,0,0,0.58,0,0,6.05,0,0,-0.08,0,0,13.72,0,0,-7.59,0,-0.00462,1.2
2025-09-02 08:30:00,3,0.0,,93.1,91.5,89.0,59.38,59.38,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,3,6.05,9.075,0,4.0,0,0,0.58,0,0,6.05,0,0,-0.08,0,0,13.72,0,0,-7.59,0,-0.0039033333333333,1.15
2025-09-02 09:00:00,3,0.0,,86.0,88.0,90.0,54.47,54.47,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,2,6.05,6.05,0,4.0,0,0,0.58,0,0,6.05,0,0,-0.08,0,0,13.72,0,0,-7.59,0,-0.00416,1.09
2025-09-02 09:30:00,3,0.0,,86.0,84.1,85.63,44.29,44.29,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,2,6.05,6.05,0,4.0,0,0,0.58,0,0,6.05,0,0,-0.08,0,0,13.72,0,0,-7.59,0,-0.0044866666666666,1.04
2025-09-02 10:00:00,3,0.0,,77.7,78.0,77.0,50.6,50.6,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,1,6.05,3.025,0,2.19,0,0,1.56,0,0,4.04,0,0,2.23,0,0,11.48,0,0,-5.19,0,-0.0048166666666666,0.98
2025-09-02 10:30:00,3,0.0,,77.7,77.7,77.0,99.75,99.75,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,0,6.05,0.0,0,2.19,0,0,1.56,0,0,4.04,0,0,2.23,0,0,11.48,0,0,-5.19,0,-0.0045333333333333,0.93
2025-09-02 11:00:00,4,0.0,,74.9,73.8,75.27,79.72,79.72,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,0,4.5,0.0,0,2.19,0,0,1.56,0,0,4.04,0,0,2.23,0,0,11.48,0,0,-5.19,0,-0.0038333333333333,0.85
2025-09-02 11:30:00,4,0.0,,74.9,74.1,75.0,47.0,47.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,0,4.5,0.0,0,2.19,0,0,1.56,0,0,4.04,0,0,2.23,0,0,11.48,0,0,-5.19,0,-0.0038499999999999,0.85
2025-09-02 12:00:00,4,0.0,,72.56,73.5,75.0,50.5,50.5,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,3,4.5,6.75,0,2.19,0,0,1.56,0,0,4.04,0,0,2.23,0,0,11.48,0,0,-5.19,0,-0.00382,0.8
2025-09-02 12:30:00,4,0.0,,72.56,73.5,75.0,50.6,50.6,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,4,4.5,9.0,0,2.19,0,0,1.56,0,0,4.04,0,0,2.23,0,0,11.48,0,0,-5.19,0,-0.00417,0.77
2025-09-02 13:00:00,4,0.0,,71.3,71.0,74.09,52.16,52.16,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,4,4.5,9.0,0,2.19,0,0,1.56,0,0,4.04,0,0,2.23,0,0,11.48,0,0,-5.19,0,-0.00411,0.77
2025-09-02 13:30:00,4,0.0,,71.3,71.0,73.0,54.0,54.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,3,4.5,6.75,0,2.19,0,0,1.56,0,0,4.04,0,0,2.23,0,0,11.48,0,0,-5.19,0,-0.0037933333333333,0.77
2025-09-02 14:00:00,4,0.0,,72.9,73.4,74.92,96.9,96.9,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,3,4.5,6.75,0,4.33,0,0,0.85,0,0,7.5,0,0,1.2,0,0,12.83,0,0,-4.89,0,-0.0037566666666666,0.85
2025-09-02 14:30:00,4,0.0,,72.9,74.6,75.5,104.0,104.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,3,4.5,6.75,0,4.33,0,0,0.85,0,0,7.5,0,0,1.2,0,0,12.83,0,0,-4.89,0,-0.0037633333333333,0.8
2025-09-02 15:00:00,5,0.0,,77.5,77.0,77.06,99.75,99.75,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,4,5.17,10.34,0,4.33,0,0,0.85,0,0,7.5,0,0,1.2,0,0,12.83,0,0,-4.89,0,-0.0040633333333333,0.77
2025-09-02 15:30:00,5,0.0,,77.5,77.06,75.8,55.75,55.75,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,3,5.17,7.755,0,4.33,0,0,0.85,0,0,7.5,0,0,1.2,0,0,12.83,0,0,-4.89,0,-0.00418,0.77
2025-09-02 16:00:00,5,0.0,,83.79,80.24,80.33,85.47,85.47,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,4,5.17,10.34,0,4.33,0,0,0.85,0,0,7.5,0,0,1.2,0,0,12.83,0,0,-4.89,0,-0.0038166666666666,0.77
2025-09-02 16:30:00,5,0.0,,83.79,84.7,85.0,86.62,86.62,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,5,5.17,12.925,0,4.33,0,0,0.85,0,0,7.5,0,0,1.2,0,0,12.83,0,0,-4.89,0,-0.0037833333333333,0.85
2025-09-02 17:00:00,5,0.0,,93.0,92.5,92.0,128.75,128.75,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,5,5.17,12.925,0,4.33,0,0,0.85,0,0,7.5,0,0,1.2,0,0,12.83,0,0,-4.89,0,-0.0038766666666666,0.85
2025-09-02 17:30:00,5,0.0,,93.0,95.3,98.5,126.25,126.25,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,5,5.17,12.925,0,4.33,0,0,0.85,0,0,7.5,0,0,1.2,0,0,12.83,0,0,-4.89,0,-0.0043533333333333,0.85
2025-09-02 18:00:00,5,0.0,,103.4,108.0,103.29,128.75,128.75,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,6,5.17,15.51,0,4.0,0,0,0.75,0,0,7.71,0,0,-0.03,0,0,14.56,0,0,-5.97,0,-0.0046766666666666,0.8
2025-09-02 18:30:00,5,0.0,,103.4,109.0,104.0,128.75,128.75,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,5.17,18.095,0,4.0,0,0,0.75,0,0,7.71,0,0,-0.03,0,0,14.56,0,0,-5.97,0,-0.00409,0.77
2025-09-02 19:00:00,6,0.0,,105.9,106.0,106.0,70.51,70.51,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,7.3,25.55,0,4.0,0,0,0.75,0,0,7.71,0,0,-0.03,0,0,14.56,0,0,-5.97,0,-0.0062966666666666,0.77
2025-09-02 19:30:00,6,0.0,,105.9,106.6,105.9,65.0,65.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,7.3,25.55,0,4.0,0,0,0.75,0,0,7.71,0,0,-0.03,0,0,14.56,0,0,-5.97,0,-0.0075299999999999,0.77
2025-09-02 20:00:00,6,0.0,,98.5,97.0,98.5,66.01,66.01,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,7.3,25.55,0,4.0,0,0,0.75,0,0,7.71,0,0,-0.03,0,0,14.56,0,0,-5.97,0,-0.0046566666666666,0.77
2025-09-02 20:30:00,6,0.0,,98.5,92.0,93.5,66.0,66.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,7.3,25.55,0,4.0,0,0,0.75,0,0,7.71,0,0,-0.03,0,0,14.56,0,0,-5.97,0,-0.0044199999999999,0.77
2025-09-02 21:00:00,6,0.0,,86.1,84.7,86.15,124.0,124.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,7.3,25.55,0,4.0,0,0,0.75,0,0,7.71,0,0,-0.03,0,0,14.56,0,0,-5.97,0,-0.0041566666666666,0.77
2025-09-02 21:30:00,6,0.0,,86.1,76.5,78.0,62.6,62.6,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,7.3,25.55,0,4.0,0,0,0.75,0,0,7.71,0,0,-0.03,0,0,14.56,0,0,-5.97,0,-0.0041133333333333,0.82
2025-09-02 22:00:00,6,0.0,,80.8,82.7,84.2,63.0,63.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,7.3,25.55,0,2.25,0,0,0.95,0,0,4.03,0,0,-0.01,0,0,13.33,0,0,-7.51,0,-0.0041066666666666,0.77
2025-09-02 22:30:00,6,0.0,,80.8,74.7,70.0,63.0,63.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,7.3,25.55,0,2.25,0,0,0.95,0,0,4.03,0,0,-0.01,0,0,13.33,0,0,-7.51,0,-0.0044166666666666,0.77
2025-09-02 23:00:00,1,0.0,,80.0,80.0,77.0,57.5,57.5,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0,7,1.55,5.425,0,2.25,0,0,0.95,0,0,4.03,0,0,-0.01,0,0,13.33,0,0,-7.51,0,-0.0044666666666666,0.77
