date,Availability,SOC,Power,Frequency
06/09/2025 13:30:00,,3.92,0.0017166666666666667,50.02666666666667
06/09/2025 14:00:00,,3.73,0.00171,50.093333333333334
06/09/2025 14:30:00,,3.58,0.00149,49.95666666666667
06/09/2025 15:00:00,,3.44,0.00168,50.07666666666666
06/09/2025 15:30:00,,3.33,0.0016933333333333331,49.98
06/09/2025 16:00:00,,3.25,0.0017666666666666666,49.96333333333334
06/09/2025 16:30:00,,2.96,0.0017699999999999999,50.02
06/09/2025 17:00:00,,2.93,0.0017433333333333335,49.97333333333333
06/09/2025 17:30:00,,2.79,0.0016300000000000002,49.93666666666667
06/09/2025 18:00:00,,2.57,0.0016766666666666666,49.94
06/09/2025 18:30:00,,2.37,0.0016033333333333333,49.876666666666665
06/09/2025 19:00:00,,2.32,0.00166,49.919999999999995
06/09/2025 19:30:00,,2.18,0.00166,49.916666666666664
06/09/2025 20:00:00,,2.04,0.0016433333333333335,49.913333333333334
06/09/2025 20:30:00,,1.96,0.0017466666666666665,49.97666666666667
06/09/2025 21:00:00,,1.93,0.00166,49.99666666666667
06/09/2025 21:30:00,,1.7,0.0017666666666666666,50.02666666666667
06/09/2025 22:00:00,,1.44,0.0016733333333333333,49.949999999999996
06/09/2025 22:30:00,,1.56,0.0017633333333333331,50.083333333333336
06/09/2025 23:00:00,,1.43,0.0017066666666666664,50.01666666666666
06/09/2025 23:30:00,,1.4,0.0015366666666666664,49.95000000000001
07/09/2025 00:00:00,,1.28,0.00154,49.913333333333334
07/09/2025 00:30:00,,1.3,0.0015433333333333334,49.98
07/09/2025 01:00:00,,1.22,0.0014799999999999998,49.92666666666667
07/09/2025 01:30:00,,1.2,0.001423333333333333,49.94
07/09/2025 02:00:00,,1.17,0.0015199999999999999,49.99333333333334
07/09/2025 02:30:00,,1.07,0.0013966666666666667,49.93333333333334
07/09/2025 03:00:00,,1.05,0.0014600000000000001,49.96333333333333
07/09/2025 03:30:00,,1.07,0.0013166666666666665,49.946666666666665
07/09/2025 04:00:00,,1.05,0.00145,50.026666666666664
07/09/2025 04:30:00,,1.05,0.0013499999999999999,49.99666666666667
07/09/2025 05:00:00,,1.02,0.0012266666666666667,49.916666666666664
07/09/2025 05:30:00,,1.02,0.001326666666666667,50.02333333333333
07/09/2025 06:00:00,,1.0,0.00124,49.95333333333334
07/09/2025 06:30:00,,1.0,0.00129,49.973333333333336
07/09/2025 07:00:00,,1.0,0.0013933333333333332,49.99666666666667
07/09/2025 07:30:00,,1.0,0.0012933333333333332,49.98333333333334
07/09/2025 08:00:00,,1.0,0.0013133333333333332,49.93333333333334
07/09/2025 08:30:00,,1.0,0.0015066666666666666,49.96333333333334
07/09/2025 09:00:00,,1.0,0.0014733333333333334,49.95333333333334
07/09/2025 09:30:00,,1.03,0.0015733333333333335,50.02666666666667
07/09/2025 10:00:00,,1.0,0.00155,49.916666666666664
07/09/2025 10:30:00,,1.0,0.0018166666666666667,50.01333333333333
07/09/2025 11:00:00,,1.0,0.0019399999999999999,49.96666666666667
07/09/2025 11:30:00,,1.0,0.0018466666666666666,49.97666666666667
07/09/2025 12:00:00,,1.0,0.0019566666666666665,49.973333333333336
07/09/2025 12:30:00,,1.0,0.0018066666666666665,49.95333333333334
07/09/2025 13:00:00,,1.0,0.002003333333333333,50.00666666666667
07/09/2025 13:30:00,,1.0,0.0019233333333333333,50.03666666666666
07/09/2025 14:00:00,,1.0,0.002,50.01666666666667
07/09/2025 14:30:00,,1.0,0.001963333333333333,49.98333333333333
07/09/2025 15:00:00,,1.0,0.0018633333333333334,50.0
07/09/2025 15:30:00,,1.0,0.0018533333333333336,50.02
07/09/2025 16:00:00,,1.0,0.001983333333333333,50.14333333333334
07/09/2025 16:30:00,,1.0,0.0017766666666666666,49.98333333333333
07/09/2025 17:00:00,,1.0,0.0017733333333333334,50.01
07/09/2025 17:30:00,,1.0,0.0016366666666666667,49.913333333333334
07/09/2025 18:00:00,,1.0,0.0016166666666666666,49.916666666666664
07/09/2025 18:30:00,,1.0,0.00177,50.02
07/09/2025 19:00:00,,1.0,0.0016966666666666666,49.97666666666667
07/09/2025 19:30:00,,1.0,0.0016933333333333334,49.949999999999996
07/09/2025 20:00:00,,1.0,0.0016933333333333334,49.95333333333334
07/09/2025 20:30:00,,1.0,0.0016433333333333335,49.96666666666667
07/09/2025 21:00:00,,1.0,0.0010233333333333333,49.98
07/09/2025 21:30:00,,1.0,0.0004766666666666667,49.913333333333334
07/09/2025 22:00:00,,1.0,0.00027666666666666665,49.97
07/09/2025 22:30:00,,1.0,0.0006166666666666666,50.09
07/09/2025 23:00:00,,1.0,0.00062,50.03
07/09/2025 23:30:00,,1.0,0.00047,49.89000000000001
08/09/2025 00:00:00,,1.0,-0.00067,50.050000000000004
08/09/2025 00:30:00,,1.0,-0.0007966666666666666,50.04333333333333
08/09/2025 01:00:00,,1.0,-0.0009633333333333333,49.953333333333326
08/09/2025 01:30:00,,1.0,-0.0008,49.923333333333325
08/09/2025 02:00:00,,1.0,-0.0008,50.06333333333333
08/09/2025 02:30:00,,1.0,-0.00083,50.00333333333333
08/09/2025 03:00:00,,1.0,-0.0009599999999999999,49.96666666666667
08/09/2025 03:30:00,,1.0,-0.0007933333333333334,50.05666666666667
08/09/2025 04:00:00,,1.0,-0.0009833333333333335,49.92666666666667
08/09/2025 04:30:00,,1.0,-0.00062,49.973333333333336
08/09/2025 05:00:00,,1.0,-0.006306666666666666,49.96333333333334
08/09/2025 05:30:00,,1.0,-0.004823333333333333,50.056666666666665
08/09/2025 06:00:00,,1.0,-0.0038666666666666663,50.01
08/09/2025 06:30:00,,1.0,-0.00383,50.07
08/09/2025 07:00:00,,1.0,-0.004116666666666667,49.98333333333334
08/09/2025 07:30:00,,1.0,-0.0038833333333333337,50.0
08/09/2025 08:00:00,,1.0,-0.007613333333333333,50.11000000000001
08/09/2025 08:30:00,,1.0,-0.008486666666666667,50.126666666666665
08/09/2025 09:00:00,,1.0,-0.006953333333333333,50.076666666666675
08/09/2025 09:30:00,,1.0,-0.0068266666666666675,50.083333333333336
08/09/2025 10:00:00,,1.0,-0.00683,50.10999999999999
08/09/2025 10:30:00,,1.0,-0.006936666666666667,50.07333333333333
08/09/2025 11:00:00,,1.0,-0.006986666666666666,50.02666666666667
08/09/2025 11:30:00,,1.0,-0.007003333333333334,50.053333333333335
