availability_percent,cycle_utilization_percent,actual_cycles,max_allowed_cycles,actual_rte_percent,rated_rte_percent,rte_deviation_percent,discharge_throughput_mwh,charge_throughput_mwh,capacity_factor_percent,soc_range_utilization_percent,soc_range_used_percent,power_utilization_percent,idle_time_percent,avg_cycle_depth_percent,estimated_annual_degradation_percent,om_grade
100.0,65.25220458553792,1.835218253968254,2.8125,66.04898600399888,87.0,-20.951013996001123,15.415833333333333,23.339999999999993,4.567654320987654,93.75555555555555,84.38,89.37777777777778,63.33333333333333,100.0,2.446957671957672,C
