market_capture_ratio,revenue_variance_gbp,revenue_variance_percent,arbitrage_revenue_gbp,optimal_revenue_gbp,revenue_per_cycle_gbp,lost_opportunity_gbp,revenue_per_discharge_mwh,average_discharge_price_gbp_mwh,irr_impact_estimate_bps,revenue_per_capacity_mwh,finance_grade,average_charge_price_gbp_mwh,price_spread_captured_gbp_mwh,market_price_mean,market_price_std,market_price_min,market_price_max,market_price_spread
-4.5778645383427445,2433.2897204026003,104.57786453834275,-106.51652499999997,2326.7731954026003,-58.04024931077354,2433.2897204026003,-6.909553489377802,100.9306778744797,1879.6841226390457,-12.680538690476187,F,71.22737932019425,29.703298554285453,88.7521111111111,32.35500529134938,66.53,264.0,197.47
